personenId,herkunft,herkunftname
6828,264,Ybbs
6829,365,von der Wibm
11002,132,Ohlstadt
6838,15,Ulm
35909,21,Salzburg
6857,51,Kelheim
6859,66,von der Ranna
6860,182,Aigen (im Mühlkreis)
6862,97,Murnau
6865,221,See
6867,61,Landshut
6871,27,Wien
6879,13,Obernzell/Hafnerzell
6885,190,Waizenkirchen
6886,13,Obernzell/Hafnerzell
6887,191,Ettal
6889,4,Aschach
6890,105,Reinhausen
6892,105,Reinhausen
6893,129,Audorf (Ober-)
6894,29,Engelhartszell
6896,44,Ottensheim
6899,315,Pürnstein
6900,288,Pöchlarn
6901,25,Eferding
6902,144,Rohrbach (in Oberösterreich)
6903,10,Passau
6914,27,Wien
6921,27,Wien
6922,775,Alkoven
6923,30,Laufen
6927,459,Biberach
6928,119,Schwaz
6930,380,Regenstauf
6931,1265,Kellmünz
6932,775,Alkoven
6933,1241,Audorf
6944,10,Passau
6945,5,von der Mühl
6948,13,Obernzell/Hafnerzell
6950,33,Hofkirchen (im Mühlkreis)
6971,115,Mossendorf
6972,66,von der Ranna
6990,69,Schärding
6992,4,Aschach
6993,27,Wien
6996,11,Regensburg
7000,55,Putzleinsdorf
7004,10,Passau
7010,11,Regensburg
7014,69,Schärding
7015,49,Stadtamhof
7019,11,Regensburg
7021,180,St. Nikola
7028,5,von der Mühl
7029,66,von der Ranna
7030,100,Donauwörth
7033,27,Wien
7036,30,Laufen
7046,173,Neufelden
34425,17,Steyr
9361,1,Neuhaus
7062,72,Burglengenfeld
7063,5,von der Mühl
7069,461,Doblstein
7070,303,Mahd
7073,4,Aschach
7084,3,Linz
7087,157,Dingolfing
7098,422,Waldhausen
7099,25,Eferding
7101,10,Passau
7102,7,Rosenheim
7105,24,Tölz
7106,462,Schönau (im Bayerischen Wald)
7107,206,Gramastetten
7112,126,Windorf
7113,349,Tulln
7114,11,Regensburg
7125,13,Obernzell/Hafnerzell
21701,13,Obernzell/Hafnerzell
7135,191,Ettal
24792,66,von der Ranna
7137,134,Tittmoning
7138,463,Siegl
7146,24,Tölz
7149,89,Krems
7150,247,Lauingen
7336,7,Rosenheim
7162,60,Sandbach
7176,27,Wien
7177,345,Röhrnbach
7180,89,Krems
7183,1319,Feldkirchen
7184,320,Pyrawang
7185,10,Passau
7186,92,Vilshofen
7187,26,Wesenufer
7188,60,Sandbach
7198,9,Hall
7200,87,von der Au
7205,3,Linz
7220,4,Aschach
7221,5,von der Mühl
7222,21,Salzburg
7223,4,Aschach
39102,25,Eferding
7239,1,Neuhaus
7241,10,Passau
7243,25,Eferding
7244,66,von der Ranna
7245,4,Aschach
7246,29,Engelhartszell
7252,32,München
7253,15,Ulm
7256,60,Sandbach
7257,19,Berchtesgaden
7258,7,Rosenheim
7259,29,Engelhartszell
7261,10,Passau
32241,24,Tölz
7267,404,Wiener Neustadt
7274,286,Ortenburg
7276,28,Freizell/Marsbachzell
7281,466,Altenmarkt (an der Triesting)
7282,286,Ortenburg
7283,92,Vilshofen
7285,35,Grafenau
7286,24,Tölz
7287,66,von der Ranna
7288,77,Neuburg
7289,286,Ortenburg
7293,349,Tulln
7294,216,Schlögen
7295,467,Persenbeug
7296,3,Linz
7297,15,Ulm
7299,162,Königstetten
7302,99,Peiting
20452,10,Passau
7312,51,Kelheim
7313,51,Kelheim
7319,775,Alkoven
7321,216,Schlögen
7323,315,Pürnstein
7330,41,Deggendorf
7331,4,Aschach
7332,4,Aschach
7333,4,Aschach
7334,17,Steyr
7335,87,von der Au
7339,267,Grieskirchen
7340,173,Neufelden
7343,195,Wald
7344,178,Neuburg an der Donau
7345,3,Linz
7348,27,Wien
7351,22,Straubing
7354,82,Braunau (am Inn)
7356,15,Ulm
7357,24,Tölz
7361,25,Eferding
7362,25,Eferding
7375,3,Linz
7376,312,Esternberg
7377,469,Hengersberg
20438,21,Salzburg
7387,27,Wien
7388,82,Braunau (am Inn)
7392,27,Wien
26729,33,Hofkirchen (im Mühlkreis)
7394,64,Obernberg (am Inn)
7396,92,Vilshofen
7398,11,Regensburg
7399,51,Kelheim
7400,140,Kraiburg
7403,292,Burghausen
7407,25,Eferding
7408,66,von der Ranna
7417,27,Wien
7421,1241,Audorf
7424,8,Kufstein
7425,27,Wien
7426,44,Ottensheim
7427,470,Heining
7428,66,von der Ranna
7429,9,Hall
7432,472,Salzbach
7433,144,Rohrbach (in Oberösterreich)
22758,27,Wien
7447,30,Laufen
7448,30,Laufen
7451,474,Gaisbach
7456,30,Laufen
7460,19,Berchtesgaden
7461,383,Wörth
7462,126,Windorf
7470,60,Sandbach
7471,475,Mistelbach (bei Wels)
7472,476,Morukirchen
7475,5,von der Mühl
7476,406,Hauzenberg
7477,3,Linz
7478,26,Wesenufer
7488,202,Enns
7496,175,Neuburg am Inn
7497,3,Linz
7499,126,Windorf
7500,95,Mauthausen
7503,9,Hall
7507,212,Heitzenhofen
7508,82,Braunau (am Inn)
7509,3,Linz
7511,478,Eigenberg
7512,101,Schalding
7513,66,von der Ranna
7514,11,Regensburg
7517,86,Mittenwald
7521,390,Peuerbach
7534,27,Wien
15955,49,Stadtamhof
7542,27,Wien
7543,2,Nürnberg
7547,3,Linz
7548,10,Passau
7553,2,Nürnberg
7558,27,Wien
7561,11,Regensburg
7568,173,Neufelden
7575,9,Hall
7581,479,Olmütz
7582,115,Mossendorf
7587,214,Illereichen
7589,480,Weißenstein
7592,60,Sandbach
7594,10,Passau
7595,9,Hall
7598,1157,Duggendorf
7599,10,Passau
7601,63,Kallmünz
7602,7,Rosenheim
7603,9,Hall
7604,26,Wesenufer
7605,86,Mittenwald
7606,34,Neuötting
31437,292,Burghausen
7608,63,Kallmünz
7609,11,Regensburg
7612,27,Wien
7616,27,Wien
7617,69,Schärding
7618,69,Schärding
7620,60,Sandbach
7623,65,Brandstatt
7624,45,Lembach
7629,331,Neuhausen (an der Leibi)
7634,51,Kelheim
20827,49,Stadtamhof
7638,60,Sandbach
7639,27,Wien
7640,27,Wien
7652,60,Sandbach
7660,4,Aschach
7661,144,Rohrbach (in Oberösterreich)
7664,66,von der Ranna
7666,13,Obernzell/Hafnerzell
7668,24,Tölz
7669,1365,Kirchdorf
7670,483,Tiffart
7671,81,Gmunden
7672,484,Eppenschlag
7673,94,Dreissenau
29444,13,Obernzell/Hafnerzell
7676,27,Wien
7846,8,Kufstein
7683,21,Salzburg
12017,32,München
7691,485,Heitzenberg
7692,82,Braunau (am Inn)
7694,1157,Duggendorf
7702,87,von der Au
7703,279,Kleinzell
7705,4,Aschach
7706,19,Berchtesgaden
7708,173,Neufelden
7713,8,Kufstein
7720,27,Wien
7725,173,Neufelden
7726,383,Wörth
7727,27,Wien
7729,105,Reinhausen
7734,144,Rohrbach (in Oberösterreich)
7744,30,Laufen
7747,60,Sandbach
7748,27,Wien
7749,173,Neufelden
7750,3,Linz
7758,312,Esternberg
7763,27,Wien
17958,813,Baumburg
7773,61,Landshut
7778,61,Landshut
7779,4,Aschach
7780,339,Rettingen
7782,10,Passau
7786,27,Wien
7789,27,Wien
26303,42,Hallein
7792,27,Wien
7797,11,Regensburg
7800,306,Grein
7804,25,Eferding
7810,291,Plattling
7812,11,Regensburg
7813,25,Eferding
7822,7,Rosenheim
7823,493,Grub (bei Kirchberg)
7825,95,Mauthausen
7826,9,Hall
7828,30,Laufen
7830,178,Neuburg an der Donau
10752,283,Ruprechting
13029,222,Belgrad
7833,424,Aitrach
7834,90,Glarus
7838,178,Neuburg an der Donau
7839,489,St. Martin (Bayern)
7843,470,Heining
7844,60,Sandbach
7845,10,Passau
7851,303,Mahd
7868,72,Burglengenfeld
7875,3,Linz
7876,491,Weigerhäusel
7877,29,Engelhartszell
7878,29,Engelhartszell
7887,259,Steyregg
7888,10,Passau
7889,9,Hall
7890,9,Hall
7894,30,Laufen
7898,13,Obernzell/Hafnerzell
12712,4,Aschach
7901,10,Passau
7902,225,Neuhaus (an der Donau)
7903,406,Hauzenberg
7905,62,Augsburg
7920,87,von der Au
7921,166,Fall
7923,423,Ratzing
7926,279,Kleinzell
7933,27,Wien
7936,87,von der Au
7937,491,Weigerhäusel
7938,126,Windorf
7939,87,von der Au
7942,33,Hofkirchen (im Mühlkreis)
9932,8,Kufstein
7945,87,von der Au
7948,65,Brandstatt
7949,87,von der Au
7950,11,Regensburg
7958,87,von der Au
7960,87,von der Au
7961,87,von der Au
7962,44,Ottensheim
7972,10,Passau
7974,25,Eferding
7975,7,Rosenheim
7976,204,Rossgraben
7977,154,Schlägl
10317,10,Passau
7980,3,Linz
7981,170,Raab
7982,456,von der Falkenau
7983,424,Aitrach
27152,292,Burghausen
7986,8,Kufstein
7987,48,Kasten (an der Donau)
7988,15,Ulm
7991,144,Rohrbach (in Oberösterreich)
7993,10,Passau
7994,29,Engelhartszell
7998,10,Passau
7999,30,Laufen
8000,221,See
8018,2,Nürnberg
8021,225,Neuhaus (an der Donau)
8022,9,Hall
8025,15,Ulm
8027,4,Aschach
8029,495,von der Steingrube
8033,25,Eferding
8039,27,Wien
8044,22,Straubing
8047,2,Nürnberg
8048,62,Augsburg
8049,101,Schalding
8050,95,Mauthausen
8053,11,Regensburg
8054,4,Aschach
8055,3,Linz
8056,82,Braunau (am Inn)
8057,42,Hallein
8058,92,Vilshofen
8059,87,von der Au
8060,25,Eferding
8061,221,See
8062,3,Linz
8063,225,Neuhaus (an der Donau)
8065,81,Gmunden
8066,8,Kufstein
8067,159,Garmisch
8069,4,Aschach
12955,27,Wien
8072,467,Persenbeug
8073,10,Passau
21068,10,Passau
8081,187,Wallgau
38780,973,St. Aegidi
8095,497,Walding
8096,498,von der Exlau
8097,10,Passau
8098,13,Obernzell/Hafnerzell
22706,2,Nürnberg
8115,26,Wesenufer
8117,27,Wien
8119,27,Wien
8126,10,Passau
8129,390,Peuerbach
26213,3,Linz
8139,285,Paris
8143,264,Ybbs
8147,27,Wien
8154,27,Wien
8162,144,Rohrbach (in Oberösterreich)
8163,45,Lembach
11457,3,Linz
8172,1252,Marbach (an der Donau)
8173,60,Sandbach
8183,127,Pleinting
8185,401,Ebenwies
8188,27,Wien
8190,27,Wien
8195,3,Linz
8197,27,Wien
8199,34,Neuötting
8201,9,Hall
17003,199,Niederkappel
12891,661,Heinersberg
22812,29,Engelhartszell
8219,45,Lembach
8221,40,Bogenberg
8222,10,Passau
8224,27,Wien
8225,225,Neuhaus (an der Donau)
8226,13,Obernzell/Hafnerzell
8230,11,Regensburg
8231,39,Kitzbühel
14286,4,Aschach
23016,25,Eferding
8236,7,Rosenheim
8237,54,Wasserburg
8239,499,Strasserhäusel
9968,30,Laufen
8246,9,Hall
8248,75,Sallatobel
8251,3,Linz
8252,87,von der Au
8253,8,Kufstein
8254,10,Passau
8256,3,Linz
8257,500,Gneisenau
8258,3,Linz
8259,71,Perlesreut
8266,501,Gstocket
8269,428,Schönbühel
8270,491,Weigerhäusel
8271,27,Wien
8276,503,Mantua
16440,8,Kufstein
8290,27,Wien
8291,30,Laufen
8297,51,Kelheim
8298,258,Weltenburg
8299,3,Linz
8303,27,Wien
22668,8,Kufstein
8308,66,von der Ranna
8312,345,Röhrnbach
8317,506,Bamberg
8320,27,Wien
10053,55,Putzleinsdorf
8322,175,Neuburg am Inn
8323,8,Kufstein
8324,25,Eferding
8325,30,Laufen
8328,507,von der Schütt
8330,118,Regen
8332,362,Wegscheid 
8357,13,Obernzell/Hafnerzell
30532,3,Linz
8368,3,Linz
8376,401,Ebenwies
8377,11,Regensburg
8385,2,Nürnberg
8389,2,Nürnberg
23015,202,Enns
8391,24,Tölz
14685,57,Landau
8398,49,Stadtamhof
8399,5,von der Mühl
8404,61,Landshut
8405,49,Stadtamhof
8406,4,Aschach
8409,292,Burghausen
8414,3,Linz
8420,27,Wien
22805,27,Wien
8428,104,Partenkirchen
9715,100,Donauwörth
22588,11,Regensburg
8450,62,Augsburg
8458,28,Freizell/Marsbachzell
8460,508,Hochstraß
8464,92,Vilshofen
8465,119,Schwaz
8470,10,Passau
8475,103,Haslach
8476,4,Aschach
8491,62,Augsburg
8495,4,Aschach
8496,652,Beuren
8498,32,München
8503,388,Seitenstetten
8504,3,Linz
8511,511,Zwettl
8524,10,Passau
8535,27,Wien
13359,42,Hallein
13186,175,Neuburg am Inn
8543,27,Wien
8551,119,Schwaz
8552,286,Ortenburg
8554,44,Ottensheim
20050,840,Arbeisweiler
8569,4,Aschach
8570,512,Stroheim
13190,609,Puchheim
8586,3,Linz
8587,513,Inzell
8592,86,Mittenwald
9278,127,Pleinting
8594,25,Eferding
8597,13,Obernzell/Hafnerzell
8598,86,Mittenwald
8599,30,Laufen
8601,35,Grafenau
8602,87,von der Au
8603,3,Linz
8606,69,Schärding
8607,21,Salzburg
8608,515,Radstadt
8609,21,Salzburg
8619,11,Regensburg
8620,144,Rohrbach (in Oberösterreich)
8622,22,Straubing
8626,11,Regensburg
8630,19,Berchtesgaden
8645,3,Linz
21389,26,Wesenufer
8651,516,Griesingen
8652,4,Aschach
32163,4,Aschach
8657,32,München
8656,27,Wien
8659,9,Hall
8661,518,Ried
8664,27,Wien
8666,195,Wald
8667,183,Sarleinsbach
8669,2,Nürnberg
8674,27,Wien
8680,11,Regensburg
8683,118,Regen
8684,3,Linz
8685,1222,Aigen
8687,27,Wien
8688,8,Kufstein
8689,519,Bremelau
8690,27,Wien
8691,27,Wien
8693,178,Neuburg an der Donau
8694,8,Kufstein
8696,8,Kufstein
8697,4,Aschach
8703,27,Wien
9929,34,Neuötting
9926,60,Sandbach
8707,8,Kufstein
8709,66,von der Ranna
8710,520,Andrewiz
8711,521,Tolnau
8712,118,Regen
8713,4,Aschach
8720,68,Neukirchen am Walde
8722,29,Engelhartszell
8723,327,Indelhausen
8724,92,Vilshofen
8725,27,Wien
8727,66,von der Ranna
8728,27,Wien
8729,1,Neuhaus
8730,44,Ottensheim
8732,10,Passau
8733,24,Tölz
8739,62,Augsburg
8741,27,Wien
8742,63,Kallmünz
15688,320,Pyrawang
22781,27,Wien
8747,27,Wien
8751,10,Passau
8758,180,St. Nikola
8763,362,Wegscheid 
10346,5,von der Mühl
8791,159,Garmisch
8794,522,Erlangen
22789,5,von der Mühl
8799,3,Linz
8801,10,Passau
8808,523,Stöcklmühl
8810,524,Holzheim (an der Leibi)
8811,2,Nürnberg
22750,3,Linz
8817,340,Dillingen
8818,276,Schwarzach
8819,173,Neufelden
8821,4,Aschach
8825,525,von der Zell
14463,621,Haag
8830,4,Aschach
8841,10,Passau
8842,10,Passau
8843,526,Spitz
8844,55,Putzleinsdorf
8848,366,Inn
8852,27,Wien
8854,144,Rohrbach (in Oberösterreich)
8860,9,Hall
8861,527,Franzenöd
8862,27,Wien
8864,441,Götzendorf
8866,27,Wien
8873,1008,Kempten (Fürststift)
8874,528,Bubesheim
8883,230,Schmidelsau
8884,530,Hellmonsödt
8896,62,Augsburg
8900,62,Augsburg
8905,85,Einöd (Passau)
8906,63,Kallmünz
8907,87,von der Au
9546,26,Wesenufer
8918,11,Regensburg
8920,119,Schwaz
8926,29,Engelhartszell
10264,19,Berchtesgaden
8932,13,Obernzell/Hafnerzell
8937,27,Wien
8938,4,Aschach
8946,532,Unterlandshaag
8948,533,Monheim
8949,100,Donauwörth
8953,534,Sitzendorf
15064,331,Neuhausen (an der Leibi)
38892,13,Obernzell/Hafnerzell
8962,27,Wien
8966,15,Ulm
8968,193,Wilhering
8969,9,Hall
8970,129,Audorf (Ober-)
8976,66,von der Ranna
16970,27,Wien
8978,11,Regensburg
8979,114,Pielenhofen
8998,9,Hall
8999,5,von der Mühl
9000,309,Gstöttenau
9001,9,Hall
9003,27,Wien
9004,126,Windorf
9018,291,Plattling
9019,1309,Staufen
9020,10,Passau
9025,366,Inn
9027,62,Augsburg
9038,225,Neuhaus (an der Donau)
9039,42,Hallein
9040,62,Augsburg
9044,4,Aschach
9045,39,Kitzbühel
9048,60,Sandbach
9049,3,Linz
9050,221,See
9059,129,Audorf (Ober-)
9064,11,Regensburg
9065,1365,Kirchdorf
9066,537,Lautlingen
9068,65,Brandstatt
26339,62,Augsburg
31358,27,Wien
9079,143,Donaustauf
9080,44,Ottensheim
24415,5,von der Mühl
28931,4,Aschach
9094,538,Rechberg
9095,247,Lauingen
9096,539,Günzburg
9098,10,Passau
9099,41,Deggendorf
9102,8,Kufstein
9103,763,Linz-Urfahr
9104,3,Linz
9105,309,Gstöttenau
9107,8,Kufstein
9108,3,Linz
9112,372,Brüssel
9119,225,Neuhaus (an der Donau)
9121,247,Lauingen
9126,21,Salzburg
9127,376,Reuting
9131,541,Großweil
9133,385,Schaden
9148,247,Lauingen
9149,383,Wörth
9150,3,Linz
9151,215,Wörgl
9152,13,Obernzell/Hafnerzell
9154,27,Wien
9160,118,Regen
9165,11,Regensburg
9176,3,Linz
9177,8,Kufstein
38634,10,Passau
9190,27,Wien
9191,8,Kufstein
9192,172,Waldkirchen
9196,148,Ungarn
9197,17,Steyr
9198,469,Hengersberg
9199,4,Aschach
9200,114,Pielenhofen
28239,17,Steyr
9202,27,Wien
9204,543,Teurwang
9205,21,Salzburg
9208,5,von der Mühl
9211,15,Ulm
9212,25,Eferding
9213,27,Wien
9214,66,von der Ranna
9217,27,Wien
9238,545,Riedenburg
9239,4,Aschach
9242,175,Neuburg am Inn
9249,8,Kufstein
9251,183,Sarleinsbach
9252,114,Pielenhofen
9253,90,Glarus
9261,79,Stein
9264,276,Schwarzach
21712,5,von der Mühl
9270,79,Stein
9271,27,Wien
9272,30,Laufen
9273,9,Hall
9600,29,Engelhartszell
9288,174,Haarschedl
9289,55,Putzleinsdorf
9294,27,Wien
9295,10,Passau
9296,32,München
9298,30,Laufen
9300,363,Staffling
9301,3,Linz
9302,178,Neuburg an der Donau
9303,247,Lauingen
9304,25,Eferding
9305,10,Passau
9319,547,Pfatter
9320,138,Rattenberg
9326,548,Weilheim
9330,27,Wien
9331,8,Kufstein
9335,39,Kitzbühel
9336,25,Eferding
33007,45,Lembach
9338,549,Bürs
9344,53,Petzenkirchen
9345,79,Stein
9352,10,Passau
9434,3,Linz
9356,66,von der Ranna
9359,11,Regensburg
20894,10,Passau
9366,15,Ulm
9368,27,Wien
9383,55,Putzleinsdorf
9384,51,Kelheim
9387,2,Nürnberg
9388,3,Linz
9389,27,Wien
9391,10,Passau
9392,174,Haarschedl
9393,176,Söldenau
9394,319,Bergheim (Feldkirchen)
9395,79,Stein
9400,3,Linz
9407,19,Berchtesgaden
9414,62,Augsburg
9415,27,Wien
9432,8,Kufstein
14960,10,Passau
24334,319,Bergheim (Feldkirchen)
9439,10,Passau
9441,27,Wien
9448,48,Kasten (an der Donau)
9449,555,Lothringen
9454,87,von der Au
9455,32,München
9456,4,Aschach
9457,68,Neukirchen am Walde
9458,68,Neukirchen am Walde
22719,11,Regensburg
9465,13,Obernzell/Hafnerzell
9466,61,Landshut
9469,8,Kufstein
9470,89,Krems
9476,10,Passau
9481,3,Linz
9483,15,Ulm
9491,552,Marchtal
9495,550,Italien
9496,133,Hartkirchen
9497,211,Krachenhausen
9501,146,Neustadt an der Donau
9502,138,Rattenberg
9506,69,Schärding
9507,30,Laufen
9512,144,Rohrbach (in Oberösterreich)
9526,264,Ybbs
9529,22,Straubing
9532,32,München
9543,27,Wien
9545,45,Lembach
9551,12,Pressburg
9558,418,von der Freyung
9573,554,Bruckdorf
9574,380,Regenstauf
9575,3,Linz
9576,13,Obernzell/Hafnerzell
9577,41,Deggendorf
9578,175,Neuburg am Inn
9579,10,Passau
9580,51,Kelheim
9582,285,Paris
9587,39,Kitzbühel
9602,7,Rosenheim
9612,99,Peiting
9613,86,Mittenwald
9620,556,Lindau
9621,39,Kitzbühel
9623,3,Linz
9624,25,Eferding
9625,87,von der Au
9629,30,Laufen
9635,22,Straubing
9636,316,Hals
9638,100,Donauwörth
9645,557,Windberg
9647,15,Ulm
9652,27,Wien
9655,66,von der Ranna
9657,140,Kraiburg
9666,3,Linz
9668,100,Donauwörth
9669,51,Kelheim
9670,22,Straubing
9673,559,Preßfurt
9677,266,Pleß
9678,402,Gaishäusel
9684,27,Wien
9693,100,Donauwörth
9700,383,Wörth
9701,3,Linz
9702,118,Regen
9703,221,See
28439,10,Passau
9706,10,Passau
9709,27,Wien
9712,264,Ybbs
9714,4,Aschach
9716,44,Ottensheim
9717,44,Ottensheim
9718,44,Ottensheim
9719,44,Ottensheim
9720,44,Ottensheim
9721,3,Linz
9729,15,Ulm
9731,32,München
9732,27,Wien
9741,27,Wien
9742,3,Linz
9747,16,Lechbruck
9753,10,Passau
9755,128,Innsbruck
15088,29,Engelhartszell
9766,8,Kufstein
9906,3,Linz
9768,561,Schwarzbach
9771,562,Kohlwiesen
9774,27,Wien
9779,86,Mittenwald
9781,467,Persenbeug
9782,44,Ottensheim
9784,291,Plattling
9785,144,Rohrbach (in Oberösterreich)
9787,173,Neufelden
9790,3,Linz
9792,33,Hofkirchen (im Mühlkreis)
9793,144,Rohrbach (in Oberösterreich)
9794,173,Neufelden
9795,45,Lembach
9796,45,Lembach
9798,103,Haslach
15451,3,Linz
9810,1188,Türkei
9811,9,Hall
9812,29,Engelhartszell
9813,243,Gaishofen
9818,11,Regensburg
9819,331,Neuhausen (an der Leibi)
9820,229,Stockerau
9824,9,Hall
9825,4,Aschach
9830,89,Krems
21733,180,St. Nikola
9832,98,Schongau
22468,27,Wien
9839,418,von der Freyung
9841,346,von der Bschauerin
9842,21,Salzburg
9843,27,Wien
9845,87,von der Au
9846,452,Perg
9847,229,Stockerau
9856,566,Frauenrain
9857,173,Neufelden
9858,8,Kufstein
9859,567,Minichroth
9860,2,Nürnberg
9868,159,Garmisch
9875,100,Donauwörth
9878,11,Regensburg
9880,28,Freizell/Marsbachzell
9881,214,Illereichen
9886,21,Salzburg
9887,55,Putzleinsdorf
9888,55,Putzleinsdorf
9894,569,Oxenbronn
9910,27,Wien
9911,68,Neukirchen am Walde
9912,61,Landshut
9913,13,Obernzell/Hafnerzell
9914,390,Peuerbach
9917,29,Engelhartszell
9918,55,Putzleinsdorf
9922,15,Ulm
9934,27,Wien
9952,11,Regensburg
9953,11,Regensburg
9964,178,Neuburg an der Donau
9969,3,Linz
9972,573,Kaufering
9978,574,Garndorf
9981,15,Ulm
9982,44,Ottensheim
9983,514,Krün
9985,575,Stuttgart
9986,44,Ottensheim
9987,343,Altenfelden
20770,44,Ottensheim
9995,3,Linz
9996,62,Augsburg
9998,318,Vichtenstein
9999,13,Obernzell/Hafnerzell
10002,576,Breisach
10009,145,Klosterneuburg
10010,45,Lembach
10024,28,Freizell/Marsbachzell
32422,1132,von der Pfalz
10031,24,Tölz
10032,105,Reinhausen
10036,230,Schmidelsau
10037,221,See
10038,26,Wesenufer
32468,470,Heining
10043,27,Wien
10054,72,Burglengenfeld
10055,180,St. Nikola
10059,66,von der Ranna
10060,312,Esternberg
10062,92,Vilshofen
10064,9,Hall
10067,100,Donauwörth
10068,4,Aschach
10069,157,Dingolfing
36595,8,Kufstein
10073,87,von der Au
10077,11,Regensburg
10078,27,Wien
10085,27,Wien
37126,190,Waizenkirchen
10090,13,Obernzell/Hafnerzell
10091,10,Passau
10094,10,Passau
10099,5,von der Mühl
10100,27,Wien
10101,90,Glarus
10106,32,München
10109,114,Pielenhofen
10116,51,Kelheim
10117,57,Landau
10123,312,Esternberg
10126,157,Dingolfing
10128,110,Reichersberg
10129,41,Deggendorf
10133,62,Augsburg
16541,479,Olmütz
10136,22,Straubing
10137,326,Osterhofen
10140,9,Hall
14243,4,Aschach
10149,49,Stadtamhof
10150,98,Schongau
10155,57,Landau
10162,55,Putzleinsdorf
10166,13,Obernzell/Hafnerzell
10168,579,Neubeuern
10170,27,Wien
10172,13,Obernzell/Hafnerzell
10174,27,Wien
10175,27,Wien
10176,27,Wien
10178,71,Perlesreut
10179,142,Ingolstadt
10182,3,Linz
10185,27,Wien
10188,1157,Duggendorf
27363,87,von der Au
10193,27,Wien
10195,27,Wien
10198,55,Putzleinsdorf
10202,27,Wien
10204,27,Wien
10205,349,Tulln
10206,55,Putzleinsdorf
10207,64,Obernberg (am Inn)
10209,9,Hall
10210,100,Donauwörth
10222,105,Reinhausen
10223,278,Bruck an der Leitha
10224,15,Ulm
10227,424,Aitrach
10229,580,von der Schauering
10230,366,Inn
10234,312,Esternberg
10235,126,Windorf
10237,62,Augsburg
10244,30,Laufen
10250,195,Wald
10252,406,Hauzenberg
10256,3,Linz
10257,32,München
10259,8,Kufstein
10267,582,Aicha
10268,29,Engelhartszell
10277,126,Windorf
10279,24,Tölz
10280,159,Garmisch
10282,196,Landshaag
10286,3,Linz
10287,30,Laufen
10288,138,Rattenberg
10292,175,Neuburg am Inn
10298,584,Münster
10311,1241,Audorf
10312,251,Garsten
10316,13,Obernzell/Hafnerzell
10326,555,Lothringen
10329,211,Krachenhausen
10331,186,Vornbach
10337,775,Alkoven
10348,585,Arzl
10354,522,Erlangen
10357,27,Wien
10360,62,Augsburg
16372,25,Eferding
10390,79,Stein
10391,36,Saal
12009,624,Michelhausen
10400,30,Laufen
10403,114,Pielenhofen
10411,18,Rannariedl
10417,348,Mariazell
10420,30,Laufen
12903,98,Schongau
10440,147,Sprinzenstein
18474,9,Hall
22543,44,Ottensheim
39318,211,Krachenhausen
10452,586,Neulengbach
10458,29,Engelhartszell
10459,587,Wesendorf
10460,66,von der Ranna
10461,25,Eferding
10470,427,Chiemsee
10475,165,Prielhof
14473,214,Illereichen
10478,21,Salzburg
10482,15,Ulm
10483,309,Gstöttenau
10484,22,Straubing
10487,1157,Duggendorf
10488,10,Passau
28929,13,Obernzell/Hafnerzell
10506,27,Wien
10546,86,Mittenwald
10510,406,Hauzenberg
37265,376,Reuting
10512,19,Berchtesgaden
10518,6,Langhalsen
10519,55,Putzleinsdorf
10524,87,von der Au
10528,98,Schongau
10531,8,Kufstein
10532,62,Augsburg
22354,27,Wien
10540,204,Rossgraben
14285,4,Aschach
10542,144,Rohrbach (in Oberösterreich)
10543,55,Putzleinsdorf
10544,441,Götzendorf
10547,1008,Kempten (Fürststift)
10548,1008,Kempten (Fürststift)
10551,10,Passau
10552,21,Salzburg
10557,27,Wien
10558,3,Linz
10559,167,Melk
13112,9,Hall
10581,54,Wasserburg
10583,27,Wien
10585,25,Eferding
10586,25,Eferding
10587,32,München
10588,27,Wien
10590,27,Wien
10591,183,Sarleinsbach
10592,424,Aitrach
10594,41,Deggendorf
10597,27,Wien
10604,27,Wien
10605,27,Wien
34121,3,Linz
10616,3,Linz
10619,8,Kufstein
10622,8,Kufstein
19605,86,Mittenwald
10624,247,Lauingen
10626,2,Nürnberg
10629,29,Engelhartszell
10640,29,Engelhartszell
10648,589,Eggenburg
10654,30,Laufen
10655,82,Braunau (am Inn)
10657,21,Salzburg
10658,178,Neuburg an der Donau
10659,134,Tittmoning
10660,13,Obernzell/Hafnerzell
10666,33,Hofkirchen (im Mühlkreis)
10667,57,Landau
10673,10,Passau
11242,3,Linz
10675,267,Grieskirchen
10678,26,Wesenufer
10684,474,Gaisbach
10685,27,Wien
10756,44,Ottensheim
10694,190,Waizenkirchen
11516,612,Kronreuth
11437,609,Puchheim
10700,114,Pielenhofen
10701,25,Eferding
11929,5,von der Mühl
11245,4,Aschach
10714,27,Wien
10717,11,Regensburg
10722,590,Steining
10723,45,Lembach
10724,114,Pielenhofen
10725,44,Ottensheim
10726,3,Linz
10727,25,Eferding
10734,9,Hall
10741,280,Kirchberg (ob der Donau)
10744,366,Inn
10745,128,Innsbruck
10748,128,Innsbruck
10753,434,Essing
10754,8,Kufstein
10755,4,Aschach
10757,154,Schlägl
10759,60,Sandbach
23961,276,Schwarzach
10763,592,Rothmühle
10765,424,Aitrach
10766,2,Nürnberg
10767,593,Vohburg
10768,4,Aschach
10769,13,Obernzell/Hafnerzell
