nachnameId,nachname,nachname_quelle,nachname_bemerkungen
6568,Praquia,"Pragia, Bragina, Bragnia, Brognia, Braquia, Pragnia, Bragoi","Bei Joseph Schöller, Die Bischöfe von Passau (Passau 1844), S. 290, als Praquia bezeichnet."
6569,Press,,
6570,Humer,"Humer, Hauner",
6572,Thiriard,"Thiriard, de Thiriard",
6573,Stanner,Stanner,
6574,Burginger,"Burginger, Burglinger",
6575,Rampp,Rampp,
6576,Weickl,Weikhl,
6577,Becklmann,Beckhlman,
6581,Hoffellner,"Hoffellner, Hochfellner, Hefellner",
6583,Kerule,"Kerule, Kerelle, Kohrele",
6585,Zollnofer,"Zollnofer, Zollighofer, Zollichhoffer",
6586,Dossinger,Dossinger,
6587,Steinecker,"Stainecker, Steyerekher",
6590,Köldl,Köldl,
6591,Römerl,Römerl,
6592,Werthammer,Werthamer,Normalisierung evtl. Werthaimer
6593,Rotmund,"Rothmunth, Rattmundt, Radmund, Ramundt, Rodtmund",
6594,Hitter,Hitter,
6595,Roithner,Roithner,
6597,von Wratislav,"v. Wratislav, de Vratislau, Wartislau, Wrätislau",
6598,Stolzenberger,Stolzenberger,
6600,von Esterházy,"Esterhäsy, Esterhasi, v. Esterhasi",
6601,Widschwendtner,"Wißschwendtner, Witschwendner, Widschwendtner, Widschwendner",
6604,Böller,"Böller, Pöller",
6605,Streicher,"Streicher, Streichl",
6606,von Hilleprand,"v. Hilleprand, von Höllebrand",
6607,Hochenburger,"Hochenburger, Hochenberger",
6608,Wolfauer,Wolfauer,
6609,Röschpohrer,Röschpohrer,
6611,de Capitolo,de Capitolo,
6612,Friderberg,Friderberg,
6927,Formacher,Formacher,
6620,Paffer,Paffer,
6621,Steinparzer,Stainparzer,
6622,Drescher,Drescher,
6624,Peetzerin,Peezerin,
6625,Dichert,Dikhert,
6626,Krachhammer,Krachhamer,
6627,von Grünthal,v. Grienthall,
6628,von Genova,"v. Genova, de Gevola",
6629,Vianelli,Vianelli,Lesung unsicher.
6630,von Liria,v. Liria,
6633,Heim,"Heim, Heinn, Hein, Heimb, Heym",
6634,Kowaldin,"Khowaldin, Khowoldin [?]",
6635,Platner,"Platner, Plattner",
6636,Lumerstorfer,Lumerstorffer,
6637,Wehrle,Wehrle,
6638,von Eck,v Eck,
6639,Belardi,Belardi,
6641,Ehrmannsdorfer,Ermanstorffer,
6642,Dolfin,Dolfin,
6643,Kipferlingin,Kipferlingin,
6644,Hirschalmerin,Hierschallmerin,
6645,Kastnerin,Kastnerin,
8505,Hamit,Hamit,
6648,Altomote,Altomote,Altomonte ?
6649,Mauniz,Mauniz,
6650,von Rethen,"v. Rethen, von Rothen",
6651,Nipho (de Medicis),"Nipoh, Nipho des Medicis",
6653,Lincker,Lincker,
6654,Benini,"Benin, Benini",
6655,Kelpen,Kelpen,
6656,von Speck,"v. Speckh, de Specker",
6658,von Pentzenau,,
6659,von Taufkirchen,"v. tauffkürchen, Tauffkhürchner",
8494,Vasquez,Vasquez,
6662,Pliemelmayr,Pliemelmayr,
6663,Forsthaber,Forsthaber,
6664,Planc,Planc,
6665,Dengler,Dengler,
6666,Losy von Losenau,"Lohsi v. Losenau, Losi von Losenau",Familie Losy (Losen) von Losenau (heute Gebiet in Nordrhein-Westphalen)
6667,Modlpottinger,Modlpottinger,
6668,Polzinger,Polzinger,
6670,Defini,Defini,"möglicherweise ident mit de Fini, Dolfin"
6672,Farone,Farone,
6673,Hordt,Hordt,
6674,Machalky,Machalky,
6675,Scheckenberg,Scheckenberg,
6676,Teglhofer,Teglhofer,
6677,Peurlin,Peurlin,
6679,Pangerl,"Pangerl, Pängerl",
6681,Ely,Ely,
6682,Herg,Herg,
6683,Finkerzeller,"Finkherzeller, Fingerzeller, Finckerzehler, Finckhenzeller, Pünkhenzeller",
6684,Stuller,Stueller,
11166,de Oropessa,de Oropessa,
6686,Pöttenberger,"Pöttenberger, Pettenberger",
6687,Leichanschneider,"Leichanschneid, Leichanschneider, Leichamschneider",
6688,Korbe,"Korbe, Krobe",
6689,de Cruz,"de Cruz, de Ceuz [?], de Cruzijla","Lesung unsicher: eher ""de Ceuz""."
6690,Brestiani,Brestiani,
6691,de Ayalt,de Aialt,
6692,de Ruffini,de Rufini,
6693,Soldner,"Soldner, Solderer [CAVE: gibt es auch als eigenen Namen], Solner, Sollner, Soldtner",
6694,de Ovapela,de Ovapela,
6695,Krumpermann,Krumperman,
6696,Wurmer,"Wurmer, Würbmer, Würmer",
6699,Panz,Panz,
6700,Zöcher,Zöcher,
6701,Ramb,Ramb,
6702,von Voglmayr,"v. Voglmayr, Voglmayr",
6703,Stanger,Stanger,
6704,Sengerin,Sengerin,
6709,Leibe,"Leibe, Leib",
6710,Pierm,Pierm,
6711,Memminger,Meminger,
6712,Polidoro,"Polidor, Bolidori, Polidoro, Bolidoro, Bollidoro, Politero",
6713,Carrob,Carrob,
6715,Sträsnick,Sträsnikh,
8948,Kleinschmid,"Kleinschmid, Kleinschmider",
6718,Elflein,Elfflein,
6719,Trompert,Trompert,
6720,Wilkner,Wilkhner,
6722,Gizmann,Gizmann,
6723,Dalli,Dalli,
6724,Hebig,Hebig,
6725,Fellerer,Fellerer,
6726,Mözer,"Mözer, Mozer",
6727,Mezel,Mezel,
6728,von Heuwel,"de Heuel, von Heürl",
6729,Seiger,"Seiger, Saiger",
6730,Bitterling,Bitterling,
6731,Zebethuber,Zebethueber,
11270,Efferpaur,Efferpaur,
6733,Knierzinger,Knierzinger,
6734,Steineder,Staineder,
6736,Wopfner,Wopfner,
6738,Nömayr,"Nömayr, Nüemayr",
6739,Peinin,"Peinin, Penin",
6741,Deißinger,"Deißinger, Teisinger, Teissinger",
6744,Kunstmann,Kunstman,
6745,La Roccho,La Rocho,
6746,Schröckl,Schrökhl,
6748,Spörl,Spörl,
6750,Krauser,Krauser,
6752,Speck,"Speckh, Spökh",
6753,Liebert,Liebert,
6754,Goldschaar,Goldschaar,
6756,Loiplsberger,Loiplsberger,
6758,Dürk,"Dürkh, Dierckh",
6759,Prenkberger,Prenkhberger,
6760,Eiser,Eiser,
6761,Winterstetter,Winterstetter,
6762,Rapauer,Rapauer,
6763,de Robinson,de Robinson,
6764,Marsari,Marsari,
6765,von Bawe,v. Bawe,Lesung unsicher: von Bowe ?
6766,Toth,"Doth, Tod",
6767,Neeb,Neeb,
6768,Bralliard,Bralliard,
6769,von Höss,v Höss,
6770,Mohr von Mohrenfeld,"v. Mohrnfeld, Edler v. Mohrnfeld, Mohr, von Mohrenfeld",
9124,Hillinger,Hillinger,
6772,Bichs,Bichs,
6773,Sperr,"Sperr, Sper",
6774,Traunsteiner,Traunstainer,
6775,Arivabeni,Arivabeni,
6776,Violan,Violan,
6777,Prözen,Prözen,
6778,Sticker,Stikher,
6779,Heberin,Höberin,
6780,Völcker,Völckher,
6781,Giulino,"Giulino, Giuloino, Givloino",
6783,Bruckberger,"Bruckberger, Prugberger",
6784,Zahlwein,Zallwein,
6786,Polndorfer,Polndorffer,
6787,Bruckweither,Bruckhweither,
6788,Loissinger,Loissinger,
6789,Winklmann,Winkhlman,
6792,della Siegga,Della Siegga,
6793,Schusterin,Schuesterin,
6795,Greuling,Greuling,
6797,Preiswerk,Preyswerkh,
6798,Depra,Depra,
6799,von Timburg,v. Timbourg,
6800,Mauerzeck,Maurzekh,
6801,Pramenmayr,"Pramenmayr, Promenmayr",
6802,Riedlberger,Ridlberger,
6803,Rächowitz,Rächowiz,
6804,Salvatico,"Salvatico, Salvatio",
6805,Wetschgi,Wetschgi,
6806,de Lacella,"de Lacella, de Lazela",
6808,von Trivulzio,Trinulzio,
6810,von Kiepach,v. Kuyebach,
6811,Moriz,Moriz,
6812,Neumier,Neumier,
6813,Häsele,Häßele,
6814,Felhiell,Felhiell,
6815,Piswanger,Piswanger,
6816,Donati,"Donati, Donado",
8743,Schienlin,Schienlin,
6819,Stockenberg,Stockenberg,
6820,Reichenberger,Reichenberger,
6821,Ellerbeck,Ellerbeckh,
6822,Rothendorfer,Rothendorffer,
6823,von Wegscheid,v. Wegschaid,
6824,Kautsch,Kautsch,
6825,Wurmayr,Wurmayr,
6826,Stölzer,Stölzer,
6827,Gramitschga,"Gramitschkor, Gramitschgo, Grämitschga, Grambizer, Grämitschkä, Grämitschgä, Gränitschgä, Gränntschkha, Grämärischgä, Krämintschgo",
6828,Benz,"Penz, Pens, Penzl, Benz, Lanz","Warum ""Lanz""??? [AS]"
6829,Wurstpaur,Wurstpaur,
6830,Parel,Parel,
6831,Bitterich,Bitterich,
6832,Lotkella,Lotkella,
6833,Hornung,Hornung,
6834,Granel,Granel,
6836,Austi,Austi,
6838,Schäzlmillner,Schäzlmillner,
6839,Boldmann,Boldman,
6841,Mattes,Mattes,
6842,Heinisch,Heinisch,
6844,Ziech,Ziech,
6845,Kanoßer,Kanoßer,
6846,Fischauer,Fischauer,
6847,Landmann,Landtmann,
6848,Schwarzfellner,Schwarzfellner,
6849,Leidenmayr,Leidenmayr,
6850,Criz,Criz,
6851,Ruffini,"Ruffini, Roffin, Roffini, Rufeemiz",
6852,Trianghi,Trianghi,
6853,Carazia,Carazia,
6854,Chrisoin,Chrisoin,
6855,Ferine,Ferine,
6856,Triganti,"Triganti, Teiganti [?]",
6857,von Maul,"v. Mäul, v. Maull",
6858,Hösperin,Hösperin,
6859,von Dürsch,von Dürsch,
6860,von Hayek,"v. Hoyekh, v. Hayrekh, Hayekh, Haiekh, von Hayeck, Hayek, Hoyekh, Hayekh v. Waldtstetten",
6861,Griesheimer,Griesheimer,
6863,de Bugnay,de Bugnay,
6864,Mörlein,Mörlein,
6865,Reywinn,Reywinn,
6866,Niederegger,"Nideregger, Niederekher, Nidegger",
6867,von Dortmund,v. Dortmond,
6868,Schrödl,"Schrödl, Schredl, Schreidl, Scheidl, Schrettl",
6869,von Bels,v. Bels,
6870,Hassner,Hassner,
6871,Leibinger,Leibinger,
6872,Deuzler,"Deuzler, Diezler",
6873,Scharzereder,Scharzereder,
6875,Neuberger,Neuberger,
6876,Schullmann,"Schullmann, Schul",
6877,Erdensteiner,Ertenstainer,
6878,Maylander,Maylander,
6879,Strudl,Strudl,
6880,Souffrein,Souffrein,
6881,Sassmon,Sassmon,
6883,von Neugebau,v. Neugebau,
6884,von Starein,v. Starein,
6885,Salomon,"Salomon, Salaman, Salman",
6886,Wagenpaur,Wagenpaur,
6887,Meisarn,Meisarn,
6888,Conire de Wackloba,Conire de Wackloba,
6889,von Jesu,v. Jesu,Lesung unsicher.
6890,Coreto de Balestrina,Coreto de Balestrina,
6891,Fechtler,Fechtler,
6892,Hänselmann,Hänßlman,
6893,von Langenbach,v. Langenbach,
6894,Lecker,Lecker,
6895,Quivaro,Qivaro,Lesung unsicher.
6896,Tobiaschuz,Tobiaschuz,
6897,Durstmillner,Durstmillner,
6898,Stolz,"Stalz, Stolz",
6899,Pöstl,"Pöstl, Pästl, Pößl",
6900,Steinacker,"Stainackher, Stainacher",
6901,de Köberlein,de Köberlein,
6902,Segler,Segler,
6904,Maisenberger,Maisenberger,
6906,Passione,"Passionei, Passione",
6907,Chioceto,"Chioceto, Chiocillo, Chiocet",
6908,Rothier,Rothier,
6909,Cipian,"Cipian, v. Cyprian",
6910,Prindlmayr,Prindlmayr,
6911,Anischer,"Anißer, Anischer",
6912,Tazzi,Tazzi,
6915,Flizner,Flizner,
6916,Storkenstein,Storkhenstain,
6917,de Corzana,de Corzana,
6918,von Ehrmann,"v. Ehrman, v. Erman, v. Ermans",
6919,Cothmann,Cothman,
6920,de Eril,de Eril,
6921,Statger,Statger,
6922,von Manbach,"v. Manbach, v. Monbach [?]",
6923,Passini,"Passini, Possini [?]",
6924,Kres,Kres,
6925,Stanold,Stanold,
6926,Nederlin,Nederlin,
6935,Enengl,Enengl,
6938,Willnauer,"Willnauer, Wilnauer",
6942,Stidl,"Stidl, Stindl, Stiedl",
7698,Grepp,,
6944,Poskraut,,
6946,Bernhardi,,
6947,Kollminzer,"Kollminzer, Kollmünzer, Kohlminzer",
6948,Schopper,"Schopper, Schober, Schapper, Schaupperer",
6949,Erlinger,Erlinger,
6952,Brovero,"Brovero, Bovero",
11215,Kollmannin,Kollmanin,
6954,Rocabeti,,
6955,Tommasi,"Domassi, Thomahy, Thomasy",
6956,Aguilar,"Agvilar, de Aquiller",
6958,Baol,,
9211,Jungmann,Jungman,
6965,Limburger,"Limburger, Liemburger, Linburger, Lienbinger",
6966,Dopelmineth,,
6969,Fallender,"Fallender, Falleneder, Falender, Fallenter, Fallede",
6970,Freytag,,
8864,Leblin,Leblin,
7683,Erlbach,"Erlbach, Erlach, Erlpach, Erlbacher, Erbach, Hörlbach, Helebach, Hellbach, Herndlpökh, Erglpökh, Herllpach, Hörllpach, Hörlpach, Herllpökh, Horllpach",
6978,Montag,"Monntag, Monnatag",
8976,Kreizinger,"Kreizinger, Kruezinger, Kreizer",
6983,Schachermayr,Schachermayr,
6986,Filler,"Filler, Fihler",
6987,Schenborn,,
6988,Mansriederin,Mansriederin,
6989,Inrein,,
6991,Pucker,"Pukher, Puger",
6994,Biognini,,
6996,Bernardo,,
6997,Magnati,,
6999,Tozfoli,,
7005,Weitenhiller,"Weithenhiller, Weittenhiller",
7006,von Kaunitz,"Kauniz, von Kauniz, v. Cauniz",
7007,von Erdödy,v. Erdädi etc.,
8558,Morner,"Morner, Mörner",
7013,Anspöck,Anspökh,
7017,Bonino,,
7018,Balde,,
7020,Splundore,,
7021,Andriano,,
7022,Huzler,Huzler,
7023,Vivier,Vivier,
7024,Corneliter,,
7026,Deubler,"Deubler, Deuble, Deible, Diebler, Deübler, Diebler",
8407,Riehrnschopf,"Riehrnschopff, Rienschopff",
7035,Kreilmayrin,"Kreilmayrin, Greilmayrin",
7036,Zangenmeister,"Zangermaister, Zangenmaister",
7037,Schrenkin,Schrenkin,
7038,Obersdorfer,Oberstorffer,
7039,Faher,"Faher, Fahner
",
7040,Windecker,"Windecker, Windteckher",
7042,Ainster,Ainster,
7043,Töbrich,Töbrich,
7044,Schadenkirchner,"Schadenkürchner, Schädenkürchner",
7047,de Fels,de Fels,
7048,Fessmannin,Fessmanin,
7050,Praunsmändlin,Praunßmändlin,
7051,Guck,"Gukh, Guckh",
7053,Sandl,,
7054,Schweringer,Schweringer,
7055,Dürigl,Düerigl,
7056,Rosenberg,"Rosenberg, Rosenperg",
7057,Hochbrucker,Hochbrucker,
7058,Bedior,Bedior,
7059,Preu,Preu,
7060,Harscher,Harscher,
8704,Bliemel,Bliemel,
7063,Krakowitzer,"Krackhowizer, Krachawüzer, Krackhewizer",
8491,Zaimer,Zaimer,
7071,Schleich,Schleich,
7072,Campl,Campl,
7076,Korf,,
7077,von Zabuesnig,"Zabuesing, Sabuesing, von Zaubuesing, v. Zabueting, v. Zanbuessing, Zanbuesing, Zabusing, v. Zubaening",
7078,Lösse,Lösse,
8886,Vincenz,"Vincenz, Vicenz, Vincenz",
7081,Wolpach,,
7082,Bassora,Bassora,
7083,Burgholzer,"Burchholzer, Purkholzer, Purgholzer, Puecholz, Pükhholzer, Prugholzer, Purkhholzer, Puhhholz, Pucholzer, Burchholz, Prukhholzer
	",
7084,Peer,"Peer, Berr",
7086,Stölzinger,"Stölzinger, Stolzinger",
7088,Henauer,"Henauer, Hennauer, Honauer",
7089,Teischl,"Teischl, Deitschl",
7090,Schwarzauer ,,
8626,von Rein,von Rein,
7092,Nithl,,
7095,Solewig,Solewig,
7097,Hoheneder,Hocheneder,
7099,Bodecker,Bodecker,
7100,Würner,Würner,
7101,Geger,Geger,
7102,Dechter,Dechter,
7104,Accanzino,"Accanzino, Accanzini",
7105,Galero,,
7107,Gerschwiller,Gerschwiller,
7108,Ölheimin,Ölheimbin,
7109,Lobenschus,Lobenschus,
7110,Älbl,Älbl,
7111,Schiffenacker,"Schifnacker, Scheffenacker",
7112,de Riffus,de Riffus,
7113,Plankenburg,Plankhenburg,
7114,Herpf,,
7115,Briffant,"Priffant, Prifant, Brifand, Prifand, Beifand [?], Briffant, Brifant",
7116,von Altstetten,"v. Altstetter, von Altstötten, Altstötter",
7119,Ayrbacher,,
7120,von Scavionni,v. Scavionni,
7123,von Kiernberg,v. Kiernberg,
7124,Pan,Pan,
7125,Silbernagel,,
7126,Weiz,Weihz,
7127,Nenner,Nenner,
7130,von Taxis,"von Täxis, v. Taxius, Taxis",
7131,Mödlhammer,"Mödlhamber, Mödlhämer",
7133,Welser,,
7134,Furtmüllner,"Furtmüllner, Fuertmiller, Fuerthmilner",
7138,Stecherling,"Steherling, Stächerling",
7141,Schorn,Schorn,
7285,Sessner,,
7144,von Margutti,,
7146,Kernser,,
7147,Hörmaz,,
7149,von Nideröst,"v. Nederost, v. Nodorost, Nedrost, Nedorost, Nedorast, Nederost, v. Nederast, von Nederos, Nöderist, v. Niderost",
7150,Parth,"Parth, Pardt",
7152,Christäll,"Christäll, Chrüstell, Christall, Christali, Criställ",
7153,Themherer,,
7154,Lottelbaur,,
7155,Lahr,,
7158,Langwider,"Langwitter, Langwieder, Langwüeder, Langwider, Langguider",
7160,Merk,"Merkh, Merkhl, Märckhl",
7162,Demlacher,"Demlacher, Denlacher",
7164,Flecker,Fleckher,
7165,Kelchmayr,Kelchmayr,
7172,Cacceiani,"Cacceiani, v. Cacceiani",
12843,Hörmannsöckerin,Hörmansökherin,
7175,Körber,"Körber, Kherber, Kerber",
7176,Faber,"Faber, Fäber",
7177,Flochner,,
13193,Zengler,Zengler,
7182,Mäll,,
7184,Griessenbeck,Griessenbekh,
7185,Dähnler,"Dähnler, Thämler",
7186,Mannagetta von Lerchenau,Manageta v. Lerchenau,
7188,Frueman,,
7189,Pruckmüllner,"Prukmüllner, Prukhmüllner, Pruckmillner, Prukhmillner, Bruckhmillner, Bruesmihlner",
7191,Wölfl,,
7192,Hopfenmillner,"Hopffenmüllner, Hopfmillner, Hoepffenmillner",
7193,Linost,Linost,
7194,Mehler,Mehler,
7195,Puzwinkel,"Puzwinkel, Puzenwinkhel",
7197,Brüller,Brüller,
7199,Plasser,,
7206,Deuber,"Deuber, Deüber",
7207,Peckliner,"Pekhliner, Penkhlinger, Perkhliner, Petliner, Pechliner, Pekhlinger",
7208,Trige,Trige,
7212,Roderico,,
7213,Villa Major,,
7214,Serdagna,Serdagna,
7215,Olivetti,Oliveti,
7216,von Malanotti,"v. Malanotha, Malanoth, de Mallanoth, v. Malanotta",
7217,von Podstatzky,"v. Podstaski, Poztazky, Botstazky",
7218,Sorsch,,
7220,du Paquier,du Pagnier,
7223,Saint Clarisse,sainz clarisse,
7224,Thomor,,
7225,Feßel,"Feßel, Feßl",
7226,de Frigda,,
7227,Ketteler,Ketdeler,
7228,Piga,Piga,
7229,Langenburger,Langenburger,
7230,Schluga,Schluga,
7231,Stanislau,Stanislau,
7232,von Herschan,Herschan,
7233,Merenda,Merenda,
7234,Kopaur,"Kopaur, Copaur, Käpaur",
7236,de Coblart,"de Coblart, de Collar",
7237,Stracka,Stracka,
7238,Goldbacher,Goldbacher,
7240,Stoppa,,
7241,Reichmuth,,
7243,Veth,"Veth, Voth",
7244,Tillmez,Tillmez,
7246,von Wührerer,v. Wührerer,
7247,Hegeleudt,Hegeleudt,
7249,Vockendanz,Vockendanz,
7250,Lebacher,Lebacher,
7251,Krabarisch,Krabarisch,
7253,Kümer,Kümer,
7254,Ferovini,Ferovini,
7255,Weicklmillner,Weikhlmillner,
7256,Mautschiz,"Mautschiz, Mautitsch",
7257,Armbeisser,Armbeisser,
7258,Jörger,"Jörger, Jöhrger",
7259,de Lanreng,de Lanreng,
8518,Holleder,Holleder,
7263,Ghauller,,
7266,Dichter,"Dichter, Dichten",
7268,Blaimbommer,Blaimbommer,
12036,Praxmarer,"Präxmärer, Präxmäry",
7271,Döck,Dökh,
7272,Hauzenederin,,
7274,Campade,,
7275,Jecanus,Jecanus,
7277,Segel,"Segel, Segl",
7278,von Cervelione,v. Cervelione,
7879,von Dürnhardstein,v. Dürnhardstain ,
7280,von Dünewald,"v. Dünewald, Dünwalth",
7281,Freymann,,
7282,Osterkorn,Osterkhorn,
7284,Barniski,"Barniski, Barnisske, Barmiske, Barniske",
7286,Omaister,,
7287,Waizinger,"Waizinger, Weizinger",
7288,Habern,Habern,
7289,von Pielstein,"v. Pillstain, v. Pilstain",
7290,Lustig,Lustig,
7291,Musoco,Musoco,
7292,Schwemreiter,Schwemreither,
7293,Boldingerin,Boldingerin,
7294,Frauenknecht,Frauenknecht?,
7295,Schrodin,"Schrodin, Schrödin",
7296,Mausser,Mausser,
7297,Abl,Abl,
7298,Gscho,Gscho,
7299,Gonzaga,"Gonzaga, von Conzaga",
7300,von Zinessi,v. Zinessi,
7301,Vicinelle,Vicinelle,
7302,Peciadies,,
7303,Proneka,Proneka,
7304,Oppenheimerin,,
7307,Thuldner,Thuldner,
7309,Dassi,Dassi,
7310,Reishammer,,
7311,Schücker,"Schükher, Schükhers",
7312,Kreuner,,
7313,Raff,Raff,
7316,Eisenhart,Eisenhart,
7317,Lebrecht,Lebrecht,
7319,Reberger,Reberger,
7320,Mährer,Mährer,
7321,Stubenwirt,Stubenwürth,
7322,Delatius,"Delatius, Tellat",
7323,Münch,"Münch, Minich, v. Minich, v. Münch",
7324,Dapal,Dapal,
8983,Duscher,"Duscher, Dutscher, Dußer",
7325,Decker,"Deckher, Dökher, Döckher",
7326,Auingerin,,
7327,Gerstner von Gerstorff,"v. Gerstorff, Gerstner",
7328,Kürerin,,
7329,Reiberlin,,
7332,Ferger,,
7333,von Englheim,,
7336,Decret,Decret,
7338,Eleonat,,
7339,von Seppenheim,v.Seppenheimb,
7340,Reuch ,,
7341,del Valli,,
7344,Grädl,"Grädl, Gräder",
12162,Kauter,Kautter,
7347,von Liebenstein,v. Liebenstain,
7348,Stern,,
7349,von Feldern,,
7350,Schwarzhofer,,
7351,von Karg,"v. Karg, Karg",
7352,Lederin,Leederin,
7356,Haslmayr,"Haßlmayr, Hißlmair, Heslmayr, Haslmayr",
7357,Hochhausl,,
8555,Ziß,Ziß,
7360,Chessel,"Chessel, Schessl, Cheschell, Chessetel, Cesset, Chestes, Schestes",
7361,Inviata,"Inviata, Inviato, Invooto",
7362,Walcher,,
7364,Fehl,,
7365,Feyerabend,"Feyerabend, Feyerabendt",
7366,Prantner,,
7369,Piringer,"Piringer, Pieringer, Peyringer",
7372,Röger,,
7375,Gerlich,,
7376,Tax,,
7377,Maxleithner,,
7378,de Vilshofen,de Vilzhofen,
7380,Grones,"Groness, Grones, Gronesse, Geoness, Grommess, Gronnes, Crones, Gonesse",
7381,Abanzino,,
7382,Bielti,,
7383,Lederl,"Löderl, Lederl",
7384,Herle,,
7385,von Ley,,
7387,Mittermiller,"Mittermiller, Mittermillner, Mittermihlner",
8841,Sutterin,Sutorin,
7392,Haichele,"Haichele, Haichle, Heihele, Haichel",
7530,Schindlpaur,,
7395,Bezichovski,,
7396,Justiz,,
7397,Dickerl,Dikherl,
7398,de Lotti,de Lotti,
7399,Felsin,,
7400,Heninger,Heninger,
7401,Grund,Grund,
7402,Krembler,,
7403,Sevessi,"Sevessi, Sevesier, Sebessi, Senesi, Sonessi, Sunssi ",
7404,Bözolt,,
7695,Wendl Dule,Wendl Dule,unsicher ob Wendl Vorname oder Nachname
7408,Heinke,Heinckhe,
7409,Linner,"Limmer, Limer, Linner",
7410,Neuhauser,,
7412,Derber,,
7413,Schiele,,
7414,Meinnel,,
7415,Steyregger,Steyregger,
7416,Eisenhut,"Eisenhuet, Eisenhard, Aysenhuet",
7417,von Corzva,,
7418,Falckinger,"Falckhinger, Faldtinger, Flackinger",
7419,Aglauer,,
7420,Steinhauer,,
7421,Stähling,Stährling,
7422,Althammer,Althamer,
7423,von Montavara,v. Montavara,
7424,Stallwiz,"Stollowiz, Stallowiz [?], Stallwiz",
7426,Kreuzmayr,Creuzmayr,
7427,Carove,,
7428,Wagerin,Wagerin,
7429,Trantafil,,
7431,Cescotti,"Ceschoti, Ceshoti, Cheschoti, Schoti, Caschoti, Cescotti",
7432,Mazzangoni,,
7433,Nöz,,
8329,Lunglschmid,Lunglschmidt,
7435,Bertoni,,
7437,Stiber,,
7439,Ernstin,,
7443,Lokowiz,Lokowiz,
7444,Trimoli,"Trimoli, Trimola, Triormola",
7445,von Loreck,"v. Lareck, von Lorekh",
7446,von Geriboldi,v. Geriboldi,
7447,Loreck,Loreck,
7448,Überacher,"Überacher, Yberbacher",
7449,von Neuhaus,v. Neuhaus,
7450,Grundsteiner,Grundstainer,
7451,Stögmayr,Stögmayr,
7452,Poifa,Poifa,
7454,Weygert,"Weygert, Weyherr",
7455,Kroneder,Kroneder,
7456,von Plauen,"v. Plaben, v. Plawen, v. Plärmen, v. Plärnen, v. Plaren, von Plorm, von Blabern, v. Blawn",
7457,Aischbacher,,
7458,Waßmayr,Waßmayr,
7459,Montano,,
7460,Rader,,
7461,Hindinger,Hindinger,
7462,Lopacher,Lopacher,
8977,Brentano Monticelli,"Prentani Monticelli, Praentano Monticelli, Braentani Monticelli, Brentano et Monticelli (Hs. 139, pag. 1143).",Evtl. keine Nachname sondern ein Firmenname!
7465,Mayrfeller,"Mayrfehler, Mayrfeller, Marfeller",
7466,Martino,,
14380,Alpian,Alpian,
7468,Clostermayr,,
7469,Kerl,"Kerl, Kerle, Kherle, Kererle",
7470,Wicky,"Wicky, Wükhy",
7471,Sprangenmeister,Sprangenmeister,
7472,Gerstbacher,Gerstbacher,
7474,Lodter,Lodter,
7475,Eckebler,Eckebler,
7476,von Mecklenburg,"v. Mecklenburg, de Meckelnburg",
8939,Chauerin,Chauerin,
7478,Pötz,"Pötz, Pöz",
7479,Wishofer,"Wisshofer, Wishofer, Wöshofer",
7484,Preuser,,
7485,de Lorenzo,"de Lorenzo, von Lorenzo",
7487,Hierman,,
7488,Citolini,,
8750,Burkhardin,Burchkardin,
7490,Reitmayr,"Reithmayr, Reidtmayr, Reithermayr, Reittmayr, Reithemayr",
7491,Rannapaur,"Rannapaur, Ränapaur, Rannepauer, Rännäpaur, Rännäpauer",
7493,Drissl,,
7494,Hofler,Hofler,
7495,Huefnagel,,
8909,Ostineck,Ostinökh,
7497,Simbinelli,"Simbinelli, Simbeneti",
7499,Fierschl,,
7500,Tachner,,
8925,Mauerstetter,"Mauertstetter, Maurstetter, Mänesstetter",
7503,Manni,"Mani, Manni",
7505,Zmara,,
7506,Penerstorfer,"Penerstorfer, Peherstofer, Pehnerstorffer, Pehenstorfer, Pestorffer, Peterstorffer, Pehrstorffer, Penerstorffer, Bennerstorfer, Pecherstorffer, Pecherstorfer",
7508,Schkler,"Schikhler, Stikhler, Schkler, Schlerr",
7512,von Taraschau,,
7513,Viceiani,,
7515,Herzerin,Herzerin,
8532,Meinetzhagen,Meinetzhaagen,Lesung unsicher
7517,Geramel,,
7518,Avanzio,,
7520,Windsteiner,Windstainer,
7521,Wämel,,
7523,Zierer,Zierer,
7524,Grindkeller,Grindkeller,
7525,Hold,Hold,
7526,Stugnel,Stugnel,Lesung unsicher
7528,Engelhardin,Englhartin,
7529,Jamy,Jamy,
7532,Krünerin,,
8504,Hornsteinerin,Hornstainerin,
9912,Minchsdorfer,Minchstorffer,
7536,de Gierlick,de Gierlick,
7537,Bompeo,,
7538,von Thimb,,
7539,de Weingarten,,
7540,Anterich,Anterich,
7541,von Süz,v. Süz,
7542,Wurfbein,"Wurfpain, Wurfbein, Wierftbain, Wurffbon",
7543,von Gudenus,"v. Gudenus, de Gudenus, de Gudeno",
7545,Polz,"Polt, Polkh, Polz, Poll, Pölz",
11153,Schmelandbusch,Schmelanndtbusch,
7547,Parr,,
7548,Seethaller,"Seethaller, Sethaller",
7551,Anhof,,
7552,Sulderer,Sulderer,
7553,Bissoni,"Bissoni, Vissoni",
