nachnameId,nachname,nachname_quelle,nachname_bemerkungen
5769,Dierheim,"Dierhaim, Tierhamb",
5770,Sorgo,"Sorgo, Sorg",
5771,Huiss,Huiss,
5772,Gouvillet,Gouvillet,
5773,Mattwecher,Mattwecher,
5775,Hingsamer,Hingsamer,
5776,Mick,Mickh,
5777,Heusler,"Heußler, Heyßler, Heissler",
5778,Serapeck,Serapeck,Lesung unsicher: Seropeck ?
5780,Sämps,Sämps,
5781,Luzer,Luzer,Lesung unsicher
5782,Seidenberg,"Seidenberg, Sittenberg",
5784,Schwall,Schwall,
5786,Aboldaforin,"Abolda forin evtl. auch Aboldo forin, Abalda forin","Es könnte ""Abolda"" auch der Vorname sein: Monsieur Abolda Forin."
5787,Krener,Krener,
5788,Raminger,Raminger,
5789,Nätschi,Nätschi,
5791,Kainz,"Kainz [oder Kaniz?], Klinz",
5792,de Cettenau,de Cettenau,
5793,Tamen,Tamen,
5794,Riez,"Riez, Riess",
5795,Omann,Oman,
13333,Rimelsberger,Rümblsperger,
5798,Starzer,Starzer,
5799,Sebattery,Sebattery,
5800,Ludwig,Ludwüg,
5801,Winger,Winger,
5803,Ottoleus,Ottoleus,
5804,Sennigman,Sennigman,"Lesung unsicher: Seunigman ?, könnte aber auch Verbalhornung von Seligman sein ?"
5805,von Kiechl,"v. Kiechl, v. Küechl, von Kürhl",
5806,Schotter,Schotter,
5807,Geisenhof,Geißenhof,
5808,Gompp,Gompp,
5809,Püzl,Püzl,
5810,Auss,"Auss, Ausß",
5811,Schoder,Schoder,
5812,Pichl,"Pichl, Pihel, Piekl",
5814,Neindlinger,"Neidling, Neindlinger",
5815,Maystetter,"Maystetter, Maystedter, Maystekher",
5816,Fahlbecker,"Fahlbecker, Falbikl",Wahrscheinlich eine Verballhornung von Fahlwickl (Laufener Schopperfamilie) bzw. Fallwickl (Halleiner Schopperfamilie).
5817,Demel,"Demel, Demell, Tembl",
14277,von Landsberg,v. Landsperg,
5819,Imer,"Jmer, Jmmer",Lesung unsicher
5820,Sigitshofer,Sigitshofer,
5821,Legerer,Legerer,
5822,Manckl,"Manckl, Mancke, Mankh",
5823,Eislsperg,Eislsperg,
5824,Peloth,Peloth,Lesung unsicher.
5825,Oest,Oestt,Lesung unsicher! Eigentlich Ott?
5827,Copola,,
5828,Kohlhofer,"Kolnhoffer, Kholhofer, Kolhoffer, Balhoffer",
5829,Puga,"Puga, Paga, Buia, Buya, Paya",
5831,Wohlmut,Wohlmueth,
5833,Obholzer,Obholzer,
8536,Ghisat,Ghisat,
9567,Durahuber,Durahueber,
8479,Heusl,"Heüsl
",
5836,Fruchesdorf,Fruchestorff,sehr unsicher!
5837,Janazi,Janazi,
5838,Sponin,Sponin,"Evtl. eine Beziheung zu den mänl. Händlern namens ""Spann""?"
5839,Cottelatte,"Cottelatt, Cottelatte",
5840,von Buöch,Buöch (?),"Lesung unsicher: Bnöch, Bröch, Boöch, Baöch?"
5841,Bolaira,Bolaira,
5842,de Fini,de Fini,Lesung unsicher: de Tini?
5844,Einhofer,Einhoffer,
5846,Klöß,Klöß,
5848,Wulter,Wulter,
5849,Kalbrunner,"Kolpruner, Kohlpruner","Im Taufbuch von Tulln auch Kalebrunner, Kallebrunner."
5850,Docker,Dockher,
5851,Tinazi,Tinazi,
5852,von Veterani,"v. Veterain, Veterani",
5853,von Galbes,von Gölbes,
5854,Schallhard,"Schollhart, Schallhard, Schellhard",
5855,Reingand,Reingand,
5856,Hausrucker,Haußruckher,
5858,Wismayrin,Wismayrin,
5859,de Plümer,de Plümer,
5860,Hilleprandin,"Hilleprandin, Hilleprandtin, v. Hilleprand",
5861,von Hocke,v. Hoke,
5862,Belardo,,
5863,von Lachawitz,v. Lachaviz,
5864,Massa,Massa,
5865,Erbarth,"Erparth, Erbarth, Erporth, Erwarth, Erparth, Ehrwarth",
5867,Essinger,"Estinger, Essinger",
5879,von Zum Jungen,v. zum Jungen,
5869,Ulrich,Ulrich,"unsicher ob 2. Vor- oder Nachname, kein weiterer Nachname angeführt"
6619,de Bubbi,de Bubbi,
5871,Hörzing,"Hörtzing, Hörz, Hörzig",
8661,Tyrriedl,Tyrriedl,
5873,Dorferin,Torfferin,
5875,Klingenfelder,,
5876,Diede,,
5877,Ankröcker,Ankröckher,
5878,Panker,Pankher,
5880,Jechtner,"Jechtner, Jaiechtner",
5881,Widerer,Widerer,Lesung unsicher
5882,Tiefenbacher,"Tieffenbacher, Tieffenbach, Dieffenbach",
5883,Högner,Högner,
5886,Picklmannin,Pickhlmanin,
5887,Schniz,Schniz,Eigtl. Schmiz?
5888,Roillard,,
14053,Lerscher,Lerscher,
5892,Dick,"Dickh, Dikh",
5893,Molhammer,Molhamer,
6279,Herzberger,Herzberger,
5895,Edler,"Edler, Eller",
5896,Polwisch,Polwisch,
5897,Schicker,"Schickher, Schükher, Stikhler",
5898,Hauck,Hauck,
5899,Molitor,,
5901,Gaitner,,
5903,Kolbensteinerin,Kalbmstainerin,
5905,Zierl,"Zier, Zierl, Zierll, Zyrll",
5906,Sellinger,"Sellinger, Seelinger, Seeling",
5908,Treffler,Treffler,
5909,Schorin,Schorin,
5910,Kochmaister,,
5913,Steinböck,"Stainbokh, Stainpeckl, Steinpökh",
5914,Hürmber,"Hürmber, Hiermer",
5917,Huldenberg,Huldenberg,
5918,Pichlmillner,"Pichlmillner, Pichlmiller, Pühlmüllner",
5919,Häby,Häby,Lesung unsicher
5921,Kindler,"Kindler, Kintler, Kindl",Sicherlich identisch mit allen Personen des Namens Kiendler bzw. viele Doppelanlegungen! [AS]
5923,Locher,"Locher, Lorcher, Locherer",
5926,Mitkrey,Mitkrey,
5930,Röll,Röll,
5931,Wiersi,"Wiersi, Wierssi, Würschi",
5934,Danhauser,"Danhauser, Panhaußer, Pauhauser",
5935,Rudl,,
5936,de Taech,,
5937,von Blankenheim,v. Planckhenheimb,
5938,Rainerin,Rainerin,
5940,Zollner,"Zollner, Zellner",
5941,Pledl,Pledl,
5942,Jakob,Jacob,
6430,Waltenberger,,
13436,von Saitowitz,v. Saitowitz,
5947,Seltzer von Herbisheim,Selzer v. Herbishem,"Wappen der Familie ""Seltzer von Herbisheim"": http://heraldik-wiki.de/index.php?title=Datei:Coat_of_arms_de_fa_Seltzer_von_Herbisheim_01.jpg
"
5948,von Tannberg,v. Tannberg,
5949,Jillick,Jillickh,
5950,Pürndorf,Pürndorff,
5951,Gündtner,Gündtner,
5952,Pöchtrager,"Pöchtrager, Pöchdrager, Pechtrager, Böchtrager, Pötrager",
5953,Lebrait,Lebrait,
5954,Hoffelder,Hoffelder,
5955,Grundpacher,Grundpacher,
5960,Priestersberger,"Priestersperger, Priesterberger, Priesperger","Nachname normiert, da auch in den KWNB und im WMP vorkommend."
5961,de Werth,de Werth,
5962,Unbschau,Unbschau,
5963,Hellinger,"Helling, Hellinger",
5964,Donelli,Thonelli,
5965,Schmidleithner,Schmidleithner,
5966,Iven,Jven,
5967,Aufschnaider,"Aufschnaider, Aufschnaitter",
5970,Leichin,,
5971,Orenghin,"Orenghi, Orenghin",
5973,von Rost,"v. Rost, von Rostl",
5974,Jeneti,Jeneti,
5975,von Costa,"v. Costa, v. Cossa",
5976,Pühel,,
5978,Bartivilla,,
5980,von Coloma,v. Coloma,
5981,Woldbatt,Woldbatt,
5982,Huzingerin,,
5983,von Sonneberg,v. Sonneberg,
5984,Schierle,Schierle,
5985,Götty,Götty,
5986,Marzani,Martzani,
5987,Brigenti,"Brigenti, Brighenti, Brignati, Briganti, Bregerti, Bregertini",
5988,von Auersperg,von Ausperg,Interpretation unsicher
5990,Minichreiter,Minichreider,
5991,Silberpaur,Silberpaur,
5992,Sichart,Sichart,
5993,Dell'Arno,"Dell'Arno, Della",
5994,Zill,"Zill, Ziller",
5995,Engleitner,Engleithner,
5996,Denckgott,Denckgott,Lesung unsicher
5997,Rolling,Rolling,
5998,Diewald,"Diewald, Divald, Divall, Diwold, Dywalt",
5999,Wörndl,"Wörndl, Wierndl, Würndl, Werndl, Windl, Wendl, Wündl, Wiendl, Würdl, Werndle, Werndl",
6000,Martini,Martini,
6001,Güll,Güll,
6002,Faleti,Faleti,
6003,Lindwurm,Lindwurmb,
6004,von Waldau,von Waldau,
6005,Zöhrer,"Zöhrer, Zehrer, Ziehrer, Sierer",
6006,Gundel,"Gundel, Gundl",
6007,Starkner,Starckhner,
6009,Meinard,"Meinard, Meinhard, Menhard, Menhardt",
6010,Mertl,"Mertl, Merl",
6011,Jenocenti,Jennocenti,
6705,Wändl,"Wändl, Weindl, Waidl, Wädl",
6013,Gatter,Gatter,
6014,Streit,Streith,
14500,Stieler von Rosenegg,Stieller v: Rosenegg,Rosenegg ist hier eindeutig ein Adelsprädikat und keine Ortsangabe.
6016,Waid,Waid,
6017,Walther,Wolthern,
6018,Geuss,Geuss,
6019,von Gianin,v Gianin,
6020,Röblin,Röblin,
6021,Dormostin,Dormostin,Lesung unsicher
6023,von Toerring,"v. Thörring, von Töring",
6024,de Kentz,de Kentz,Lesung unsicher (Mons. de Cranz ?)
6025,Gritti,Gritti,
6026,Seelmoser,"Seelmoser, Selemosser, Selmosser",
6027,Schrapp,"Schrapp, Schropp",
6030,Lenrath,Lenrath,
6031,von Brawe,"v. Brawe, v. Brane, v. Bawe, von Brave, v. Brave",
6032,Liebhaber,Liebhaber,
6033,Krotte,Krotte,
6035,Bolster,Bolster,
6036,Maxwald,Maxwald,
6037,Lohrl,Lohrl,
6038,Fizes,"Fitzes, Fizes, Fires, Füzes, Fises, Fizer",
6039,Gindl,Gindl,
6040,Prulli,Prulli,
11000,Sterz,"Sterz, Storz, Stoz","Evtl. auch ""Strez"" oder ""Steez""."
6042,von Lobkowitz,"v. Lobkowitz, v. Lockowiz",
6043,Fiegerin zu Gneisenau,Fiegerin v. Gneißenau,
6044,Stulzein,Stulzein,
6045,Werchs,Werchs,
6046,Baluscha,BPaluscha,
6047,Kammerer,"Kammerer, Camerer, Cammerer",
6048,Westermayr,Westermayr,
6309,Spönner,Spönner,
6051,von Wellenstein,v. Welnstain,
6052,Lettich,Lettich,
6053,Torno,Torno,
6054,Eplin,Eplin,
6055,von Unternstein,v. Unternstain,Lesung unsicher
6056,von Hagenthal,v. Hagenthall,
6057,Reithlechner,Reithlechner,
6059,Rendl,Rendl ,Lesung unsicher
6060,Einichlmayr,Einichlmayr,
6061,Froner,Froner,
6062,Lezotott,Lezotott,
6063,Modelueger,Modelueger,Lesung unsicher
6065,Gollet,"Gollet, Goullet, Golleter",
6066,Würsterer,Wüersterer,"Lesung unsicher: ""Wüersteret"" [?]"
6067,Schierck,Schierckh,
6068,Tremdi,Tremdi,Lesung unsicher (viell. ident mit Trempi ?)
6069,Wätmansperger,Wätmansperger,
6070,Seußl,"Seußl, Seissl",
6071,Meitinger,"Meitinger, Meittinger",
6072,Mitsch,Mitsch,
6073,Weißenberger,"Weißenberger, Waissenberger",
6074,Tagger,"Tagger, Täger","Bei der Firmenbezeichnung ""Johann Tagger sel. Witwe"" auch die Schreibung ""Agger""."
6075,Matton,"Matton, Mattes",Lesung unsicher
6076,Ambrosini,Ambrohsini,
6077,Fracht,Fracht,
6526,Malthese,Malthesse,
6079,Ramuntin,Ramundtin,Siehe Ramut
6080,Mosler,Moßler,
6081,Küss,Küss,
6082,Hasp,Hasp,Lesung unsicher.
6083,Cornexl,Cornexl,
6084,Stephan,Stephan,
6085,Fen,"Fen, Fehn",Lesung unsicher
6086,Talhammer,"Thalhammer, Dallhamer, Thalhamer, Dilhammer, Dalhamer, Dolhamer, Thalhamber, Dabelhamer, Dablhammer",
6087,Zäch,Zäch,
6088,Gabner,Gabner,
6089,Hollsteiner,Hollstainer,
6090,Schwarzeigl,Schwarzeigl,
6091,Wölfelhofer,Wölfelhofer,
6092,Seill,"Seill, Saill",
6093,Taron,"Thauron, Taron",
6094,Fauconier,Fauconier,Lesung unsicher
6095,Rehrnbacher,Rehrnbacher,
6096,Pfeuz,"Pfeuz, Pfauz",
6097,Meisgeyer,"Meisgeyer, Meyßgeyer, Meisgeiger",
6098,Kleber,Kleber,
6100,Öttl,"Öttl, Ädl, von Öttl",
6101,Hilepold,"Hilepold, Hilipold",
6102,Aumayr,"Aumayr, Aufmayr, Aumair",
6103,Zeilnstein,Zeilnstain,
6104,Staistmann,Staistmann,
6105,Höss,Höss,
6108,Kölbl,Kölbl,
6109,von Hildenbrand,von Heldenprand,
6396,von Hessen-Kassel,"v. Hessenkastl, v. Hössen Casten",
6111,Cardon,"Cardon, Chardon",
9079,Zäncher,Zänher,Evtl. Zängerl
6114,Seumer,Seumber,Lesung unsicher
6116,Dickinger,Dickinger,
6435,von Cobenzl,"v. Cobenzl, v. Chorwenzl",
6118,de Salzfass,de Salzfass,
6119,Druckmiller,Druckhmiller,
6120,Schadelock,"Schadelox, Schadlwakh, Schottelodt, Schadelook",
6121,Strößl,"Strößl, Streissl",
6122,Streng,Streng,
6123,Lippi,Lippi,
6124,Bassanela,"Bassanela, Bassanelle",
6125,Wähner,Wähner,
6126,Klugmann,Kluegman,
6127,Sauerle,Saurle,
6128,Vächinger,Vächinger,
6130,Lanzinger,Lanzinger,
6132,Altherr,"Alther, Altherr",
6133,Caretzer,Caretzer,
6136,Höfl,Höffl,
6137,Wickner,Wickner,
6138,von Lescherani,von Lescherani,
6139,Bathum,Bathum,
6140,Nebenmayr,Nebenmayr,
6141,Gatterburg,Gotteburg,
6143,Königsfeld,"Königsfeld, v. Königsfeld",
6144,Carlone,Carlone,
6145,Martre,Martre,
6146,Jonano,Jonano,Lesung unsicher
6147,Rummel,Rummel,
6148,Nicker,Nicker,
6150,Dießbacher,"Dießbacher, Diessenbacher, Diespacher",
6151,Schitt,"Schitt, Schiedt",
6152,Mutleitner,"Muthleithner, Mitleithner, Mugleithner, Milleithner",
6154,von Ortenburg,"von Orttenburg, v. Ottenburg",
6155,Voggenauer,Voggenauer,
6156,Rospisus,Rospisus,
6157,Zässerl,Zässerl,
13901,Briß,Briß,
6159,Dermann,Derman,
6160,Klother,Klother,
6161,Kielin,Kielin,
6162,Hercules,,
6163,Pechenberger,Pechenberger,
6164,Kämbl,Khämbl,
6165,Pockberger,"Pokhberger, Pokhsperger",
6166,Rotta,"Rotta, Rotti",
6167,Westhauser,"Westhauser, Wästhauser",
6168,de Pazaia,de Pazaia [?],
6169,de Gergen,de Gergen,
6171,de Cour,,
6172,Hoyden,Hoyden,
6173,Ehrmann,"Ermann, Ermannd, Vrman",
6174,Köndle,Köndle,evt. ident mit Kiendler ?
8347,Escher,Escher,
6176,Kreuz,"Creuz, Kreuz",
6177,Motter,"Motter, Motern, Mottner",
6179,Feltrini,Feltrini,
6180,Haint,Haint,
6181,Würstl,Würstl,
6182,Winterhöller,Winterhöller,
6183,Koblinger,"Koblinger, Khoblinger",
6184,Bacher,Bacher,
6185,Valussio,Valussio,
6186,Gasser,"Gasser, Gosser, Goßer",
6187,Piazzini,Piazzini,
6188,Scheurer,Scheurer,
6189,Confaloini,Confaloini,
6191,Schernberger,Schernberger,
6193,Stofinger,,
6194,Anpach,,
6195,Prentner,,
6196,Wallis,"Walis, Wällis",
6197,Strebi,,
6198,Ostermillnerin,Ostermillnerin,
6199,Krimerin,,
6200,Kehrer,"Kerer, Kehrer",
6202,Strauch,Strauch,
6203,Rubach,Rubach,Rappach [?]
6204,Niederpühringer,Niderbühringer,"Auf ""Niderpühringer"" normiert, da so in den Matriken von Neukirchen am Walde."
6205,Güz,Güz,
10394,Kainiz,Kainiz,
6207,Pfleger,Pfleger,
6208,Saurer,Saurer,
6209,Pöllnit,"Pöllnit, Pällint [?], Pollmit",
6210,Walser,"Walser, Wolser",
6211,Rith,Rith,
6212,Burian,"Burian, Purian, Puriann",
6213,Castenauer,Castenauer,
6214,von Moll,"v. Moll, v. Mohl, v. Mohlern, Moll",
6215,Feigenpuz,"Feigenpuz, Feigenbuz, Veigenbutz",
6217,Caviani,"Caviani, Cauriani",
6218,Lim,"Lim, Linn, Lin",
6220,Loger,"Logger, Loger",
6221,Schwarzgruber,Schwarzgrueber,
6222,Weiner,Weiner,
6223,Wienderholler,Wienderholler,evt. Winterhaller ?
6224,Ortinger,,
6225,Pello,"Pello, Bello, Pellu, Pelo",
6226,de Avercour,de Avercour,
6227,Öhlkaer,"Öhlkaer, Öhlkar",
6229,Malfatti,Malfatti,
6231,Peiglpaur,Peiglpaur,
6232,Hois,Hois,
6233,Griebler,,
6234,Geismayr,,
6235,Kistlerin,,
6236,Pöckling,,
6237,Merlin,"Merlin, Merlein",
6240,Grunder,,
6241,von Reventlow,"de Renentlau, de Reventlau, de Renentlan, de Reuentlau, Reventlau, Reventlein",
10774,Frankl,"Fronckhl, Franckhl",
10508,Gözingerin,"Gözingerin, Gezingerin",
6242,Fischl,Fischl,
6243,Bliemer,Bliemer,
6244,Schweyerin,Schweyerin,
6245,Flöcker,Flöckher,
6246,Satori,"Satori, Sörtori",Lesung unsicher
6247,Rapold,Rapold,
6248,Grader,"Grader, Gräder, Gröderer, Kräder",
6249,Zinngießer,"Zingiesser, Zingiess",
6250,Lugstein,"Luegstain, Lugstain",
6251,Alveri,Alveri,Siehe Alvera
6252,Cassareti,Cassareti,
6254,Launer,,
6255,Schott,"Schott, Schodt",
6389,Gamper,Gampper,
6257,Paurin,,
6258,Gerhayerin,Gerhayerin,
6259,Schweinersdorf,Schweinerstorf,
6261,Lofflerin,Lofflerin,
6262,Carnelio,Carnelio,
6265,Hochlehner,"Hochlehner, Hochlechner, Hochleithner, Haglechner",
6266,Wegleithner,"Wögleithner, Wegleithner",
6267,Zechner,"Zechner, Zechetner",
6268,Schönstein,Schönstain,
6269,Ostermiller,Ostermiller,
6270,Sprengerin,Sprengerin,
6271,Eggerin,Eggerin,
6272,Somaglia,,
6273,Ammerer,,
6275,Hirzberger,"Hirzberger, Hierzberger, Hirzenberger, Hierzenberger, Hernberger",
6276,Reißmiller,Reismillner,
6280,Kömetner,Kömetner,
6281,Netter,Netter,
6311,Delisle,Delisle,
10179,Plettl,Pletl,
6284,Prachinger,Prachinger,
6285,Dankhuber,Danckhueber,
6286,Mayrwieser,"Mayrwisser, Mayrwiser",
6287,Stegmillner,Stegmihlner,
6288,Plaicher,Plaicher,
6289,Freydecker,Freydecker,
6290,Linsenweger,,
6579,Schöner,"Schöner, Schenner, Schönner",
6292,Deylspergerin,Deylspergerin,
6293,von Kempter,v Kempter,
6294,von Mänz,"Männs, v. Mänz, v. Mäns, Monns, Mänz",
6295,Fischnaller,Fischnaller,
6296,Philipitsch,Phillipitsch,
6297,von Reinbaben,v. Reinbaben,
6301,Mock,"Mokh, Mock, Molkh",
6302,Busruck,Busrukh,
6303,Mieslinger,Miesslinger,
6304,Ninwegen,Ninwegen,
6305,Unterteuther,Undertheuther,
6306,Noter,,
6307,Eichter,"Eichter, Eitler",
6308,Lobhard,"Lobhard, Lobhort",Identisch mit Lebhard?
6312,Authuber,Authueber,
6314,Puschner,Puschner,
6315,Stordeur,"Stordeur, de Stordeur",
6316,von Staudacher,von Staudacher,
6317,von Globen,v. Globen,
6318,Banonni,,
6319,Ehrnhärtl,Ehrnhärtl,
6322,von Mikotsch,v Mikotsch,
6323,Kumpfmillner,"Kumpvmillner, Kunpfmillner",Lesung unsicher
6324,Kruckenberg,Krukhenberg,
6329,Westner,Westner,
6330,Coutok,"Coutokh, Contokh [?]",
6331,von Kolowrat,"v. Colobräth, v. Kollopradt",
6333,von Gallas,"v. Gälläsch, Galasch",
6599,Engelschallin,Englschallin,
6334,von Arenberg,"v. Armberg, de Arnberg, v. Amberg, Armperg",
6335,von Pfalz-Neuburg,v. Neuburg,
6336,von Stadel,v. Stadl,
6337,von Tilly,"v. Dilli, v. Tylli, von Dilli",
6338,von Meyrenfeld,v. Meyrenfeld,
6339,Fetscher,Fetscher,
6340,de Villa,"de Villa, v. Villa",
6342,Landgraf,Landtgraf,
6343,Anglmayr,Anglmayr,
6344,von Bodenfels,v. Podenfels,
6345,Gnäpt,Gnäpt,Lesung unsicher
6346,Grässer,Grässer,
6347,Kathauser,Kathauser,
6348,Hepp,Hepp,
6350,Vieroth,"Vieroth, Pinroth",
6351,Lilic,Lilic,
6352,Lerniz,Lerniz,
6353,Steinbrecher,Stainprecher,
6354,Drink,Drinkh,
6355,Asser,Asser,Lesung unsicher
6357,Lieder,"Lieder, Lider",
6358,Burmester,Burmester,
6359,Füchner,Füchner,
6360,Geiner,Geiner,
6361,Pergmayr,Pergmayr,
6362,Palmann,"Palman, Polman [?], Pallman",
6363,Grambas,,
6364,Reislein,Reislein,
6365,von Polheim,v Polhaimb,
6367,Loreisen,Loreisen,Lesung unsicher.
6368,de Piazoni,"de Piazoni, de Piazone, de Piazzonae",
6369,Schöll,Schöll,
6370,de Jacquemin,de Jacquemin,
6371,von Teittermann,"v. Teitterman, Tritterman [?]",
6372,Endtmayr,Endtmayr,
6373,von Rucki,v. Ruki,
6374,Seiffl,Seiffl,
6375,Wistner,Wistner,
6376,Eyerl,Eyerl,
6377,Hasler,Haßler,
13390,Ziermayr,Ziermayr,
6380,Lueanni,Lueanni,
6381,Senger,"Senger, v. Senger, Gsenger",
6382,Blestin,Blestin,
6384,Staminger,"Staminger, Stayminger",
6385,Heldenbergerin,"Heltenbergerin, Heldenbergerin",
6386,Daublin,Daublin,
6387,Klöckler,Klökhler,
6388,Köckeisin,Kökheisin,
6390,Bernhaubt,Bernhaubt,
6391,Ußner,"Ußner, Unsner",
6392,Crosson,Crosson,
6393,von Haak,von Haak,Lesung unsicher
6394,Gfoller,Gfoller,Lesung unsicher (Gfaller ?)
6395,Ziferreiner,"Ziferreiner, Ziffernier, Züffrein",
6397,Graisser,Graisser,
6398,Lorinser,"Lorinser, Lorenzer",
6399,Pergmann,"Pergman, Perckhman, Perckhmann, Bergmann",
6400,Manit,Manit,
6401,von Rehlingen,v. Rehlingen,
6402,Facius,"Facius, Facio, Fackio",
6405,Coignard,"Coignard, Loignard, Cainardt",
6406,Altvaterin,Altvuatterin,
6407,Karian,Karian,
6409,Prima,"Prima, Peima [?]",Lesung unsicher.
6410,von Wagner,v. Wagner,
6411,Jordan,"Jordan, Jortan",
6413,Hirnschrott,"Hiernschrott, Hiernschrod",
6415,Krois,"Krois, Krais [?]",
6416,Ylm,Ylm,Lesung unsicher
6417,Salbach,Salpach,
6418,Paulmann,Paulman,
6419,Schmerling,"Schmerling, Schmelezling",
6420,Melzler,"Melzler, Melzer, Melßer",
6422,Prästner,Prästner,
6421,Sonnenschein,Sonenschein,
6423,Senf,Senff,
6424,von Gerharding,v. Gerharding,
6425,Kurzer,Kurzer,
6426,Amry,"Ameri, Amry, Amary",
6427,Sautnerin,Sauthnerin,
6431,Wolthesy,"Wolthesy, Walthesy [?]",
6432,Vernay,"Vernaje, Vernai, Vernett",
6433,Forchtner,,
6434,Dänzlmayr,,
6436,Grampass,,
6438,Gassner,Gassner,
6439,Piberinger,Piberinger,
6440,Kiler,Kiler,
6441,Duployer (genannt Sonet),"Duplöger, Duplöyer, Soneti, Sonet, v. Soneth, Duployez d. Sonet, Duployez dit Sonet, de Sonnet, v. Sonnet, Duplogez dit [genannt] Sonnet"," Zur Identität von (de) Sonet und Duployer siehe Hs 142 (1740), pag. 832: ""Duplogez dit Sonnet"""
6442,Leismillner,Leismillner,
6443,Garelli,Garelli,
6444,Grais,"Grais, Grois [?]",
6445,Gussner,Gußner,
6446,Keilin,Keillin,
6449,Caromoza,"Caromoza, Caromaza [?]",
6450,Dewentin,de Wentin,
6451,von Nassau,v. Nassau,
6452,Doserin,"Doßerin, Doserin, Dosserin",
6453,Köckmannhuber,Köckmanhueber,
6454,Hellhofer,Hellhofer,
10638,Sotter,Sotter,
6456,Nussbaumer,"Nusspaumer, Nußpaumer, Nuspaumer, Nußbaumer",
6457,Käll,"Käll, Käl",
6459,Pöss,Pöss,
8942,Jaschhauer,Jaschhaur,
6462,Schindl,Schindl,
6463,Schloderrin,Schloderrin,
6465,von Wezl,"v. Wezl, v. Welz, v. Wetzel",
6466,Stehrn,Stehrn,
6467,Sörgl,"Sörgl, Sörgel",
13944,Diehler,Diehler,
12994,Gottl,Gottl,
8738,Fötterle,Fötterle,
6471,Biber,"Biber, Pieber",
6473,Lafferin,Lafferin,
6477,von Pyrr,v. Pyrr,
6478,Proda,"Proda, Broda",
6479,Färber,"Ferber, Färber, Fäber, Förber",
6480,Dietz,"Dirz, Düz, Diz, Diez, Dietsch, Dietz, Tiez",
6481,Gatt,"Gad, Gatt",
6482,Ollrang,Ollrang,vielleicht ident. mit Ollram?
6483,von Pötting,Pötting,
6484,Schumer,Schumer,
6485,Länser,"Länser, Lönser [?]",
6486,Ruckhard,Rukhhard,
6487,Picart,Picart,
6488,Schillinger,Schillinger,
6489,Schnaittenbach,Schnaittenbach,
6490,Membarth,"Memborth, Membarth, Membpardt, Membbard",
6491,Neidl,Neidl,
6494,Hascht,,
6495,de Luca,"de Lukh, de Luca, de Lucia, Luc",
6496,Kleshammer,"Kleshamer, Cleshammer, Clesshamber",
6497,Hoferin,Hoferin,
6498,Striebl,Striebl,
6499,von Kirchstätten,v Kürchstötten,
6503,Ruse,Ruse,
6504,Göckl,Gökhl,
6505,Dillmann,"Dillmon, Dilman, Dillman, Tillmann",
6506,Wielender,Wiellender,
6507,Deinihl,Deinihl,
6508,von Firmian,v. Fiermian,
6509,Leber,"Leber, Lober, Leeber, Leeberl",
6510,Häckinger,Häckinger,
6511,Eckersberger,"Ecklsperger, Ökherßperger",
6512,Eulenschenk,"Eülenschenkh, v. Eillenschenckh, Eillenschenkh, Eillenschenckh, Eillenschenkh, Eilenschenckh, v. Eillenschenkh, Eilenschen, Acnlingschenk, Fulenschreckh",
6513,Le Oringhi,Lee Oringhi,
6514,Jacet,Jacet,
6515,von Coreto,"v. Coreto, dal Corretto, de Coreth, v. Coreth","Coreth von Coredo und Starkenberg, Coreth zu Coredo und Starkenberg.
Literatur: Neues allgemeines deutsches Adelslexikon, Bd. 2, S. 326f.: https://books.google.at/books?id=s29WAAAAcAAJ&pg=PA326&dq=familie+coreth&hl=de&sa=X&ved=0ahUKEwjzyJKo1vLKAhVFRhQKHYRkCcAQ6AEIGzAA#v=onepage&q=familie%20coreth&f=false"
6517,Leonhard,Leonhard,
6518,Feuerlin,"Feuerlin, Feyerlin",
6519,von Kees,v. Kees,
6521,Zingerl,Zingerl,
6524,Raudisch,Raudisch,
6525,Borchold,Borchold,
6527,Solner,Solner,
6528,Altnerin,Altnerin,
6529,Fortschaller ,Fortschaller,
6530,Reitermann,"Reitherman, Reuttman",
6531,von Baldo,v. Baldo,
6532,Schaisser,Schaisser,
6533,Alberer,"Alberer, Alber",
6535,Schleminger,Schleminger,
6536,Leith,"Leith, Leuth, Leidt",
6539,Pfeizger,,
6540,Schwerl,"Schwehrl, Schwerll, Schwerl, Schweichel",
6541,Kößler,Kößler,
6542,Purtscherer,Purtscherer,
6543,Dimitri,"Dimitri, Ditmitri",
6544,Zicaro,,
6545,Gamps,Gamps,
6546,Salvepaur,Saluepaur,Lesung unsicher
6547,Promer,"Promer, Pronner, Pomer",
6548,Großhaupt,Großhaubt,
6549,Weißkopf,Weißkopf,
6550,Nathan,"Naton, Natton",
6553,Griesmann,"Grießman, Griesmann, Grimann",
13987,Veltbachner,Veltbachner,
6555,Pecher,,
6556,Roserin,Roserin,
6558,Stoffer,"Stoffer, Staffer, Stofferin",
6559,Schintler,Schintler,
6561,Matthesi,,
6562,Vuenei,Vuenei,
6563,Stahl,Stahl,
6564,Schär,Schär,Siehe Scherr.
6565,Kochpaur,Kochpaur,
6566,Radler,,
6567,Lehreis,"Lehreis, Lehreisen",
